TITLE,TITLE ABRV,Catalog,Rank,YEAR
ACM INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE,ISCA,CORE2020,Not primarily CS,2020
ACM INTERNATIONAL SYMPOSIUM ON HIGH PERFORMANCE DISTRIBUTED COMPUTING,HPDC,CORE2020,A,2020
ACM INTERNATIONAL WIRELESS COMMUNICATIONS AND MOBILE COMPUTING CONFERENCE,IWCMC,CORE2020,B,2020
ACM MULTIMEDIA,ACMMM,CORE2020,A*,2020
ACM SIG INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS AND INTERACTIVE TECHNIQUES,SIGGRAPH,CORE2020,A*,2020
MEASUREMENT AND MODELING OF COMPUTER SYSTEMS,SIGMETRICS,CORE2020,A*,2020
ACM SIGGRAPH/EUROGRAPHICS SYMPOSIUM ON COMPUTER ANIMATION,SCA,CORE2020,B,2020
INTERNATIONAL CONFERENCE ON MULTIMEDIA RETRIEVAL (PREVIOUSLY MIR),ICMR,CORE2020,B,2020
"ACM SIGMOBILE INTERNATIONAL CONFERENCE ON MOBILE SYSTEMS, APPLICATIONS AND SERVICES",Mobisys,CORE2020,B,2020
ACM SIGMOD-SIGACT-SIGART CONFERENCE ON PRINCIPLES OF DATABASE SYSTEMS,PODS,CORE2020,A*,2020
ACM SIGOPS SYMPOSIUM ON OPERATING SYSTEMS PRINCIPLES,SOSP,CORE2020,A*,2020
"ACM SIGPLAN CONFERENCE ON LANGUAGES, TOOLS, AND COMPILERS FOR EMBEDDED SYSTEMS",LCTES,CORE2020,A,2020
ACM SIGPLAN WORKSHOP ON PARTIAL EVALUATION AND PROGRAM MANIPULATION,PEPM,CORE2020,B,2020
"EUROPEAN SOFTWARE ENGINEERING CONFERENCE AND THE ACM SIGSOFT SYMPOSIUM ON THE FOUNDATIONS OF SOFTWARE ENGINEERING (DUPLICATE WAS LISTED AS ESEC, REMOVED FROM DB)",ESEC/FSE,CORE2020,A*,2020
ACM SIGUCCS CONFERENCE ON USER SERVICES,SIGUCCS,CORE2020,National: USA,2020
ACM SPECIAL INTEREST GROUP ON COMPUTER SCIENCE EDUCATION CONFERENCE,SIGCSE,CORE2020,A,2020
ACM SPECIAL INTEREST GROUP ON MANAGEMENT OF DATA CONFERENCE,SIGMOD,CORE2020,A*,2020
ACM SYMPOSIUM ON MOBILE AD HOC NETWORKING AND COMPUTING,MOBIHOC,CORE2020,A,2020
ACM SYMPOSIUM ON APPLIED COMPUTING,SAC,CORE2020,B,2020
INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL GEOMETRY,SoCG,CORE2020,A,2020
"ASIA CONFERENCE ON INFORMATION, COMPUTER AND COMMUNICATIONS SECURITY",AsiaCCS,CORE2020,B,2020
ACM SYMPOSIUM ON PRINCIPLES OF DISTRIBUTED COMPUTING,PODC,CORE2020,A*,2020
ACM SYMPOSIUM ON SOLID AND PHYSICAL MODELLING,SPM,CORE2020,B,2020
ACM SYMPOSIUM ON THEORY OF COMPUTING,STOC,CORE2020,A*,2020
ACM SYMPOSIUM ON USER INTERFACE SOFTWARE AND TECHNOLOGY,UIST,CORE2020,A,2020
ACM VIRTUAL REALITY SOFTWARE AND TECHNOLOGY,VRST,CORE2020,A,2020
ACM WORKSHOP ON HOT TOPICS IN NETWORKS,HOTNETS,CORE2020,National: USA,2020
ACM/IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED SMART CAMERAS,ICDSC,CORE2020,B,2020
"ACM/IEEE INTERNATIONAL CONFERENCE ON MODELLING, ANALYSIS AND SIMULATION OF WIRELESS AND MOBILE SYSTEMS",MSWIM,CORE2020,A,2020
"INTERNATIONAL CONFERENCE FOR HIGH PERFORMANCE COMPUTING, NETWORKING, STORAGE AND ANALYSIS (WAS SUPERCOMPUTING CONFERENCE)",SC,CORE2020,A,2020
ACM SIGSIM CONFERENCE ON PRINCIPLES OF ADVANCED DISCRETE SIMULATION (WAS PARALLEL AND DISTRIBUTED SIMULATION),PADS,CORE2020,B,2020
ACM/IFIP/USENIX INTERNATIONAL MIDDLEWARE CONFERENCE,Middleware,CORE2020,A,2020
ACM/SIAM SYMPOSIUM ON DISCRETE ALGORITHMS,SODA,CORE2020,A*,2020
ACM-SIGACT SYMPOSIUM ON PRINCIPLES OF PROGRAMMING LANGUAGES,POPL,CORE2020,A*,2020
ACM-SIGPLAN CONFERENCE ON PROGRAMMING LANGUAGE DESIGN AND IMPLEMENTATION,PLDI,CORE2020,A*,2020
ACM-SIGRAPH INTERACTIVE 3D GRAPHICS AND GAMES,I3DG,CORE2020,B,2020
ACS/IEEE INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS,AICCSA,CORE2020,C,2020
ADVANCED CONCEPTS FOR INTELLIGENT VISION SYSTEMS,ACIVS,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON ADVANCED VIDEO AND SIGNAL BASED SURVEILLANCE,AVSS,CORE2020,B,2020
ADVANCED VISUAL INTERFACES,AVI,CORE2020,B,2020
ADVANCES IN CRYPTOLOGY,CRYPTO,CORE2020,A*,2020
ADVANCES IN MODAL LOGIC,AiML,CORE2020,A,2020
ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS,NIPS,CORE2020,A*,2020
ALGORITHMIC LEARNING THEORY,ALT,CORE2020,B,2020
ALGORITHMS AND DATA STRUCTURES SYMPOSIUM (WAS WORKSHOP ON ALGORITHMS AND DATA STRUCTURES),WADS,CORE2020,B,2020
ANNUAL COMPUTER SECURITY APPLICATIONS CONFERENCE,ACSAC,CORE2020,National: usa,2020
ANNUAL CONFERENCE OF THE COGNITIVE SCIENCE SOCIETY,CogSci,CORE2020,A,2020
ANNUAL CONFERENCE ON COMPUTATIONAL LEARNING THEORY,COLT,CORE2020,A*,2020
ANNUAL CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION,ITiCSE,CORE2020,A,2020
"ANNUAL CONFERENCE ON PRIVACY, SECURITY AND TRUST",PST,CORE2020,C,2020
ANNUAL INTERNATIONAL WORKSHOP ON PRESENCE,ISPR,CORE2020,B,2020
ANNUAL PPIG WORKSHOP,PPIG,CORE2020,B,2020
SELECTED AREAS IN CRYPTOGRAPHY,SAC,CORE2020,B,2020
APPLICATION OF CONCURRENCY TO SYSTEM DESIGN,ACSD,CORE2020,B,2020
APPLICATIONS OF INFORMATION VISUALIZATION,IV-App,CORE2020,C,2020
APPLICATIONS OF NATURAL LANGUAGE TO DATA BASES,NLDB,CORE2020,C,2020
APPLIED COMPUTING CONFERENCE,ACC,CORE2020,C,2020
ARCHITECTURAL SUPPORT FOR PROGRAMMING LANGUAGES AND OPERATING SYSTEMS,ASPLOS,CORE2020,A*,2020
ARTIFICIAL INTELLIGENCE IN MEDICINE IN EUROPE,AIME,CORE2020,B,2020
ASIA INFORMATION RETRIEVAL SYMPOSIUM,AIRS,CORE2020,C,2020
ASIA PACIFIC CONFERENCE ON COMMUNICATIONS,APCC,CORE2020,B,2020
ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE,ASPDAC,CORE2020,Not primarily CS,2020
WEB AND BIG DATA,APWEB,CORE2020,B,2020
ASIAN CONFERENCE ON COMPUTER VISION,ACCV,CORE2020,B,2020
ASIAN SYMPOSIUM ON PROGRAMMING LANGUAGES AND SYSTEMS,APLAS,CORE2020,B,2020
ASIA-PACIFIC BIOINFORMATICS CONFERENCE,APBC,CORE2020,B,2020
ASIA-PACIFIC CONFERENCE ON CONCEPTUAL MODELLING,APCCM,CORE2020,Australasian B,2020
ASIA-PACIFIC CONFERENCE ON SIMULATED EVOLUTION AND LEARNING,SEAL,CORE2020,B,2020
ASIA-PACIFIC NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM,APNOMS,CORE2020,C,2020
ASIA-PACIFIC SERVICES COMPUTING CONFERENCE,APSCC,CORE2020,C,2020
ASIA-PACIFIC SOFTWARE ENGINEERING CONFERENCE,APSEC,CORE2020,B,2020
"ASILOMAR CONFERENCE ON SIGNALS, SYSTEMS AND COMPUTING",ACSSC,CORE2020,National: USA,2020
ASSOCIATION FOR COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA (CAADRIA) ANNUAL CONFERENCE,CAADRIA,CORE2020,B,2020
ASSOCIATION OF COMPUTATIONAL LINGUISTICS,ACL,CORE2020,A*,2020
AUSTRALASIAN CONFERENCE ON COMBINATORIAL MATHEMATICS AND COMBINATORIAL COMPUTING,ACCMCC,CORE2020,Australasian C,2020
AUSTRALASIAN COMPUTING EDUCATION CONFERENCE (ACE),ACE,CORE2020,Australasian B,2020
AUSTRALASIAN CONFERENCE ON INFORMATION SECURITY AND PRIVACY,ACISP,CORE2020,Australasian B,2020
AUSTRALASIAN CONFERENCE ON ROBOTICS AND AUTOMATION,ACRA,CORE2020,Australasian C,2020
AUSTRALASIAN DATABASE CONFERENCE,ADC,CORE2020,Australasian B,2020
AUSTRALASIAN INFORMATION SECURITY CONFERENCE,AISC,CORE2020,Australasian B,2020
AUSTRALASIAN JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,AI,CORE2020,Australasian C,2020
AUSTRALASIAN SPEECH SCIENCE AND TECHNOLOGY,SST,CORE2020,Australasian C,2020
AUSTRALASIAN SYMPOSIUM ON PARALLEL AND DISTRIBUTED COMPUTING (WAS AUSGRID),AusPDC,CORE2020,Australasian C,2020
ASIA PACIFIC SYMPOSIUM ON INTELLIGENT AND EVOLUTIONARY SYSTEMS (WAS AUSTRALIA-JAPAN JOINT WORKSHOP ON  INTELLIGENT AND EVOLUTIONARY SYSTEMS),IES,CORE2020,C,2020
AUSTRALIAN COMPUTER HUMAN INTERACTION CONFERENCE,OZCHI,CORE2020,Australasian B,2020
AUSTRALIAN CONFERENCE ON ARTIFICIAL LIFE AND COMPUTATIONAL INTELLIGENCE,ACALCI,CORE2020,Australasian B,2020
AUSTRALIAN DATA MINING CONFERENCE,AusDM,CORE2020,Australasian B,2020
AUSTRALIAN INSTITUTE OF COMPUTER ETHICS CONFERENCE,AICE,CORE2020,Australasian C,2020
AUSTRALIAN SOFTWARE ENGINEERING CONFERENCE,ASWEC,CORE2020,Australasian B,2020
INTERNATIONAL TELECOMMUNICATION NETWORKS AND APPLICATIONS CONFERENCE (WAS AUSTRALIAN TELECOMMUNICATION NETWORKS AND APPLICATIONS CONFERENCE),ITNAC,CORE2020,Australasian C,2020
AUTOMATED SOFTWARE ENGINEERING CONFERENCE,ASE,CORE2020,A,2020
AUTOMATION OF SOFTWARE TEST,AST,CORE2020,C,2020
BODY SENSOR NETWORKS,BSN,CORE2020,C,2020
BRITISH COMPUTER SOCIETY CONFERENCE ON HUMAN-COMPUTER INTERACTION,HCI,CORE2020,National,2020
COLOGNE-TWENTE WORKSHOP ON GRAPHS AND COMBINATORIAL OPTIMIZATION,CTW,CORE2020,C,2020
COMBINATORIAL PATTERN MATCHING,CPM,CORE2020,B,2020
COMPUTABILITY IN EUROPE: LOGIC AND THEORY OF ALGORITHMS,CiE,CORE2020,C,2020
COMPUTATIONAL INTELLIGENCE IN SECURITY FOR INFORMATION SYSTEMS,CISIS,CORE2020,National: Spain,2020
COMPUTER AIDED VERIFICATION,CAV,CORE2020,A*,2020
"COMPUTER ANIMATION, INFORMATION VISUALISATION, AND DIGITAL EFFECTS",CAivDE,CORE2020,C,2020
COMPUTER GRAPHICS INTERNATIONAL,CGI,CORE2020,B,2020
COMPUTER SUPPORTED COLLABORATIVE LEARNING,CSCL,CORE2020,A,2020
CONFERENCE FOR THE INTERNATIONAL SIMULATION AND GAMING ASSOCIATION,ISAGA,CORE2020,C,2020
CONFERENCE IN UNCERTAINTY IN ARTIFICIAL INTELLIGENCE,UAI,CORE2020,A*,2020
CONFERENCE OF THE ASSOCIATION FOR MACHINE TRANSLATION IN THE AMERICAS,AMTA,CORE2020,B,2020
CONFERENCE OF THE ASSOCIATION OF ASIAN-PACIFIC OPERATIONAL RESEARCH SOCIETIES,APORS,CORE2020,C,2020
CONFERENCE OF THE EUROPEAN ASSOCIATION FOR MACHINE TRANSLATION,EAMT,CORE2020,B,2020
CONFERENCE OF THE PACIFIC ASSOCIATION FOR COMPUTATIONAL LINGUISTICS,PACLING,CORE2020,B,2020
CONFERENCE ON AGILE SOFTWARE DEVELOPMENT,XP,CORE2020,B,2020
CONFERENCE ON ALGORITHMIC ASPECTS IN INFORMATION AND MANAGEMENT,AAIM,CORE2020,C,2020
"INTERNATIONAL CONFERENCE ON PROBABILISTIC, COMBINATORIAL, AND ASYMPTOTIC METHODS IN THE ANALYSIS OF ALGORITHMS (WAS CONFERENCE ON ANALYSIS OF ALGORITHMS)",AofA,CORE2020,B,2020
CONFERENCE ON COMBINATORIAL OPTIMIZATION AND APPLICATIONS,COCOA,CORE2020,B,2020
CONFERENCE ON FUN WITH ALGORITHMS,FUN,CORE2020,National: Italy,2020
CONFERENCE ON INFORMATION SCIENCES AND SYSTEMS,CISS,CORE2020,National: USA,2020
CONFERENCE ON INNOVATIVE DATA SYSTEMS RESEARCH,CIDR,CORE2020,A,2020
CONFERENCE ON INTEGER PROGRAMMING AND COMBINATORIAL OPTIMIZATION,IPCO,CORE2020,A,2020
CONFERENCE ON COMPUTATIONAL NATURAL LANGUAGE LEARNING,CoNLL,CORE2020,A,2020
CONFERENCE ON SECURITY AND CRYPTOGRAPHY FOR NETWORKS,SCN,CORE2020,National: Italy,2020
"CONFERENCE ON SOFTWARE ENGINEERING EDUCATION AND TRAINING (PREVIOUSLY CONFERENCE IS SOFTWARE ENGINEERING EDUCATION, CSEE, CHANGED IN 1997)",CSEET,CORE2020,C,2020
CONFERENCE ON SOFTWARE IN TELECOMMUNICATIONS AND COMPUTER NETWORKS,SOFTCOM,CORE2020,National: Croatia,2020
CONFERENCE ON THEORY AND APPLICATIONS OF MODELS OF COMPUTATION,TAMC,CORE2020,B,2020
CONFERENCE ON VISUALIZATION AND DATA ANALYSIS,VDA,CORE2020,National: USA,2020
"COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING",CDVE,CORE2020,C,2020
CURRENT TRENDS IN THEORY AND PRACTICE OF COMPUTER SCIENCE,SOFSEM,CORE2020,B,2020
DATA COMPRESSION CONFERENCE,DCC,CORE2020,A*,2020
DATA WAREHOUSING AND KNOWLEDGE DISCOVERY,DaWaK,CORE2020,B,2020
DATABASE PROGRAMMING LANGUAGES,DBPL,CORE2020,B,2020
"DESIGN, AUTOMATION AND TEST IN EUROPE CONFERENCE",DATE,CORE2020,Not primarily CS,2020
DESIGNING INTERACTIVE SYSTEMS,DIS,CORE2020,B,2020
DEVELOPMENTS IN LANGUAGE THEORY,DLT,CORE2020,B,2020
DIGITAL GAMES RESEARCH CONFERENCE,DIGRA,CORE2020,C,2020
DIGITAL IMAGE COMPUTING TECHNIQUES AND APPLICATIONS,DICTA,CORE2020,Australasian B,2020
DYNAMIC LANGUAGES SYMPOSIUM,DLS,CORE2020,B,2020
EDUCATIONAL DATA MINING,EDM,CORE2020,B,2020
EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING,EMNLP,CORE2020,A,2020
ERSHOV CONFERENCE,PSI,CORE2020,National: Russia,2020
ETHICOMP CONFERENCE,ETHICOMP,CORE2020,B,2020
EURO VIRTUAL REALITY,Euro VR,CORE2020,C,2020
"EUROCONFERENCE ON COMBINATORICS, GRAPH THEORY AND APPLICATIONS",EUroComb,CORE2020,C,2020
EUROGRAPHICS SYMPOSIUM ON PARALLEL GRAPHICS AND VISUALIZATION,EGPGV,CORE2020,B,2020
INTERNATIONAL CONFERENCE ON ARTIFICIAL REALITY AND TELEXISTANCE & EUROGRAPHICS SYMPOSIUM ON VIRTUAL ENVIRONMENTS,EGVE,CORE2020,B,2020
EUROGRAPHICS/IEEE SYMPOSIUM ON VISUALIZATION,EuroVis,CORE2020,B,2020
EUROMICRO CONFERENCE ON REAL-TIME SYSTEMS,ECRTS,CORE2020,A,2020
EUROMICRO CONFERENCE ON SOFTWARE ENGINEERING AND ADVANCED APPLICATIONS,SEAA,CORE2020,B,2020
"EUROMICRO INTERNATIONAL CONFERENCE ON PARALLEL, DISTRIBUTED AND NETWORK BASED PROCESSING",PDP,CORE2020,C,2020
EUROPEAN ASSOCIATION OF COMPUTATIONAL LINGUISTICS,EACL,CORE2020,A,2020
EUROPEAN CHAPTER ON COMBINATORIAL OPTIMIZATION,ECCO,CORE2020,C,2020
EUROPEAN CONFERENCE ON AMBIENT INTELLIGENCE,AmI,CORE2020,C,2020
EUROPEAN CONFERENCE ON ARTIFICIAL INTELLIGENCE,ECAI,CORE2020,A,2020
EUROPEAN CONFERENCE ON COMPUTATIONAL BIOLOGY,ECCB,CORE2020,B,2020
EUROPEAN CONFERENCE ON COMPUTER SUPPORTED COOPERATIVE WORK,ECSCW,CORE2020,B,2020
EUROPEAN CONFERENCE ON COMPUTER VISION,ECCV,CORE2020,A,2020
EUROPEAN CONFERENCE ON DIGITAL GOVERNMENT (WAS EUROPEAN CONFERENCE ON E-GOVERNMENT ECEG),ECDG,CORE2020,C,2020
EUROPEAN CONFERENCE ON GENETIC PROGRAMMING,EUROGP,CORE2020,B,2020
EUROPEAN CONFERENCE ON INFORMATION RETRIEVAL,ECIR,CORE2020,A,2020
EUROPEAN CONFERENCE ON OBJECT-ORIENTED PROGRAMMING,ECOOP,CORE2020,A,2020
EUROPEAN CONFERENCE ON OPERATIONS RESEARCH,EURO,CORE2020,C,2020
EUROPEAN CONFERENCE ON PATTERN LANGUAGES OF PROGRAMS,EuroPLop,CORE2020,National: Germany,2020
EUROPEAN CONFERENCE ON MACHINE LEARNING AND PRINCIPLES AND PRACTICE OF KNOWLEDGE DISCOVERY IN DATABASE (PKDD AND ECML COMBINED FROM 2008),ECML PKDD,CORE2020,A,2020
INTERSPEECH (COMBINED EUROSPEECH AND ICSLP IN 2000),Interspeech,CORE2020,A,2020
EUROPEAN CONFERENCE ON SYMBOLIC AND QUANTITATIVE APPROACHES TO REASONING WITH UNCERTAINTY,ECSQARU,CORE2020,C,2020
INTERNATIONAL CONFERENCE ON EMBEDDED WIRELESS SYSTEMS AND NETWORKS (WASEUROPEAN CONFERENCE ON WIRELESS SENSOR NETWORKS),EWSN,CORE2020,A,2020
EUROPEAN MPI USERS' GROUP CONFERENCE,EuroMPI,CORE2020,C,2020
INTERNATIONAL CONFERENCE ON MODELLING AND SIMULATION (WAS ESM EUROPEAN SIMULATION MULTICONFERENCE),ECMS,CORE2020,B,2020
EUROPEAN SPI,EuroSPI,CORE2020,B,2020
EUROPEAN SYMPOSIUM ON ALGORITHMS,ESA,CORE2020,A,2020
EUROPEAN SYMPOSIUM ON ARTIFICIAL NEURAL NETWORKS,ESANN,CORE2020,B,2020
EUROPEAN SYMPOSIUM ON PROGRAMMING,ESOP,CORE2020,A,2020
EUROPEAN SYMPOSIUM ON RESEARCH IN COMPUTER SECURITY,ESORICS,CORE2020,A,2020
EUROPEAN WORKSHOP ON COMPUTATIONAL GEOMETRY,EuroCG,CORE2020,C,2020
EUROPEAN WORKSHOP ON MULTI-AGENT SYSTEMS,EUMAS,CORE2020,C,2020
EUROPEAN-JAPANESE CONFERENCE ON INFORMATION MODELLING AND KNOWLEDGE BASES,EJC,CORE2020,C,2020
EUROSYS CONFERENCE,EuroSys,CORE2020,A,2020
EXPLORING MODELLING METHODS IN SYSTEMS ANALYSIS AND DESIGN,EMMSAD,CORE2020,C,2020
EXTENDING DATABASE TECHNOLOGY,EDBT,CORE2020,A,2020
FINANCIAL CRYPTOGRAPHY AND DATA SECURITY CONFERENCE,FC,CORE2020,B,2020
FLEXIBLE QUERY-ANSWERING SYSTEMS,FQAS,CORE2020,C,2020
INTERNATIONAL SYMPOSIUM ON FORMAL METHODS (WAS FORMAL METHODS EUROPE FME),FM,CORE2020,A,2020
FORUM ON SPECIFICATION AND DESIGN LANGUAGES,FDL,CORE2020,C,2020
FOUNDATIONS OF GENETIC ALGORITHMS,FOGA,CORE2020,A*,2020
FOUNDATIONS OF SOFTWARE SCIENCE AND COMPUTATIONAL STRUCTURES,FOSSACS,CORE2020,A,2020
FOUNDATIONS OF SOFTWARE TECHNOLOGY AND THEORETICAL COMPUTER SCIENCE,FST&TCS,CORE2020,B,2020
FUNDAMENTAL APPROACHES TO SOFTWARE ENGINEERING,FASE,CORE2020,B,2020
GENETIC AND EVOLUTIONARY COMPUTATIONS,GECCO,CORE2020,A,2020
GEOMETRY MODELING AND PROCESSING,GMP,CORE2020,B,2020
"GI INTERNATIONAL CONFERENCE ON DETECTION OF INTRUSIONS AND MALWARE, AND VULNERABILITY ASSESSMENT",DIMVA,CORE2020,C,2020
GRAPH DRAWING,GD,CORE2020,A,2020
GRAPHICS INTERFACE,GI,CORE2020,B,2020
HASKELL WORKSHOP,HASKELL,CORE2020,C,2020
HEALTH INFORMATICS CONFERENCE,HIC,CORE2020,Australasian C,2020
HETEROGENEITY IN COMPUTING WORKSHOP,HCW,CORE2020,B,2020
HUMAN SYSTEM INTERACTION,HSI,CORE2020,C,2020
IBEROAMERICAN CONGRESS ON PATTERN RECOGNITION,CIARP,CORE2020,C,2020
IEEE AUTOMATIC SPEECH RECOGNITION AND UNDERSTANDING WORKSHOP,ASRU,CORE2020,C,2020
IEEE BIOINFORMATICS AND BIOENGINEERING,BIBE,CORE2020,C,2020
IEEE COMPUTER SECURITY FOUNDATIONS SYMPOSIUM (WAS CSFW),CSF,CORE2020,A,2020
IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY,CCC,CORE2020,A,2020
IEEE CONFERENCE ON COMPUTER VISION AND PATTERN RECOGNITION,CVPR,CORE2020,A*,2020
IEEE CONFERENCE ON LOCAL COMPUTER NETWORKS,LCN,CORE2020,A,2020
IEEE CONFERENCE ON MASS STORAGE SYSTEMS AND TECHNOLOGIES,MSST,CORE2020,National: USA,2020
"IEEE INTERNATIONAL CONFERENCE ON SENSING, COMMUNICATION AND NETWORKING",SECON,CORE2020,B,2020
"IEEE CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS",SMC,CORE2020,B,2020
IEEE CONGRESS ON SERVICES,SERVICES,CORE2020,B,2020
IEEE CONSUMER COMMUNICATIONS AND NETWORKING CONFERENCE,IEEE CCNC,CORE2020,B,2020
IEEE GLOBAL INTERNET SYMPOSIUM,GI,CORE2020,C,2020
IEEE INFORMATION VISUALIZATION CONFERENCE,IEEE InfoVis,CORE2020,A*,2020
IEEE INTERNATIONAL CONFERENCE ON AUTOMATIC FACE AND GESTURE RECOGNITION,FG,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON AUTONOMIC COMPUTING,ICAC,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING,CLOUD,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON CLUSTER COMPUTING,CLUSTER,CORE2020,A,2020
IEEE INTERNATIONAL CONFERENCE ON COGNITIVE INFORMATICS,ICCI,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON COMPUTER AND INFORMATION TECHNOLOGY,CIT,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION,ICCV,CORE2020,A*,2020
IEEE INTERNATIONAL CONFERENCE ON CYBERNETICS AND INTELLIGENT SYSTEMS,CIS,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON DATA MINING,ICDM,CORE2020,A*,2020
IEEE INTERNATIONAL CONFERENCE ON DISTRIBUTED COMPUTING IN SENSOR SYSTEMS,DCOSS,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON ENGINEERING OF COMPLEX COMPUTER SYSTEMS,ICECCS,CORE2020,A,2020
IEEE INTERNATIONAL CONFERENCE ON E-SCIENCE AND GRID COMPUTING,e-Science,CORE2020,A,2020
IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS,FUZZ-IEEE,CORE2020,A,2020
IEEE INTERNATIONAL CONFERENCE ON GLOBAL SOFTWARE ENGINEERING,ICGSE,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS,HPCC,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND SIMULATION,IEEE HPCS,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING,ICIP,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON INFORMATION AND AUTOMATION,IEEE ICIA,CORE2020,National: China,2020
IEEE INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION,IRI,CORE2020,National: USA,2020
IEEE INTERNATIONAL CONFERENCE ON INTELLIGENCE AND SECURITY INFORMATICS,ISI,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTER COMMUNICATION AND PROCESSING,ICCP,CORE2020,National: Romania,2020
IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS,IEEE IS,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON MOBILE AD-HOC AND SENSOR SYSTEMS,MASS,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON MULTIMEDIA AND EXPO,ICME,CORE2020,B,2020
IEEE INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND COMMUNICATIONS,PERCOM,CORE2020,A*,2020
IEEE INTERNATIONAL CONFERENCE ON SERVICE-ORIENTED COMPUTING AND APPLICATIONS,SOCA,CORE2020,C,2020
IEEE INTERNATIONAL CONFERENCE ON SERVICES COMPUTING,SCC,CORE2020,A,2020
"IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE AND EVOLUTION (PRIOR TO 2014 WAS ICSM, IEEE INTERNATIONAL CONFERENCE ON SOFTWARE MAINTENANCE)",ICSME,CORE2020,A,2020
IEEE INTERNATIONAL CONFERENCE ON WEB SERVICES,ICWS,CORE2020,A,2020
"IEEE INTERNATIONAL CONFERENCE ON WIRELESS AND MOBILE COMPUTING, NETWORKING AND COMMUNICATIONS",WiMob,CORE2020,B,2020
IEEE INTERNATIONAL ENTERPRISE DISTRIBUTED OBJECT COMPUTING CONFERENCE,EDOC,CORE2020,B,2020
IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM,IGARSS,CORE2020,C,2020
IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS,IJCNN,CORE2020,A,2020
IEEE INTERNATIONAL ON-LINE TESTING SYMPOSIUM,IOLTS,CORE2020,C,2020
IEEE INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM (WAS IPPS AND SPDP),IPDPS,CORE2020,A,2020
IEEE INTERNATIONAL PERFORMANCE COMPUTING AND COMMUNICATIONS CONFERENCE,IPCCC,CORE2020,B,2020
IEEE INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE,RE,CORE2020,A,2020
"IEEE INTERNATIONAL SYMPOSIUM ON A WORLD OF WIRELESS, MOBILE AND MULTIMEDIA NETWORKS",WoWMoM,CORE2020,A,2020
IEEE INTERNATIONAL SYMPOSIUM ON ADAPTIVE DYNAMIC PROGRAMMING AND REINFORCEMENT LEARNING,IEEE ADPRL,CORE2020,C,2020
IEEE INTERNATIONAL SYMPOSIUM ON ARTIFICIAL LIFE,IEEE Alife,CORE2020,A,2020
"IEEE INTERNATIONAL SYMPOSIUM ON CLUSTER, CLOUD AND GRID COMPUTING",CCGRID,CORE2020,A,2020
INTERNATIONAL SYMPOSIUM ON DISTRIBUTED SIMULATION AND REAL TIME APPLICATIONS,DS-RT,CORE2020,B,2020
